episode_key,split,machine,campaign,instance,episode_id,suite,task_id,group,outcome,rows,first_timestep,last_timestep,source_path
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t0_r31,success_test_id,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t0_r31,libero_goal_object,0,object,success,144,0,143,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t0_r32,failure_eval_all,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t0_r32,libero_goal_object,0,object,failure_or_timeout,300,0,299,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t0_r33,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t0_r33,libero_goal_object,0,object,success,133,0,132,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t0_r34,failure_eval_all,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t0_r34,libero_goal_object,0,object,failure_or_timeout,300,0,299,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t0_r35,failure_eval_all,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t0_r35,libero_goal_object,0,object,failure_or_timeout,300,0,299,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t0_r36,failure_eval_all,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t0_r36,libero_goal_object,0,object,failure_or_timeout,300,0,299,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t0_r4,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t0_r4,libero_goal_object,0,object,success,116,0,115,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t0_r5,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t0_r5,libero_goal_object,0,object,success,125,0,124,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t0_r6,success_calib,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t0_r6,libero_goal_object,0,object,success,128,0,127,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t0_r7,success_calib,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t0_r7,libero_goal_object,0,object,success,120,0,119,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t0_r8,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t0_r8,libero_goal_object,0,object,success,120,0,119,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t0_r9,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t0_r9,libero_goal_object,0,object,success,210,0,209,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r0,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r0,libero_goal_object,1,object,success,82,0,81,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r1,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r1,libero_goal_object,1,object,success,99,0,98,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r10,success_test_id,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r10,libero_goal_object,1,object,success,86,0,85,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r11,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r11,libero_goal_object,1,object,success,86,0,85,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r12,success_calib,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r12,libero_goal_object,1,object,success,82,0,81,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r13,success_calib,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r13,libero_goal_object,1,object,success,87,0,86,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r14,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r14,libero_goal_object,1,object,success,82,0,81,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r15,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r15,libero_goal_object,1,object,success,87,0,86,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r16,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r16,libero_goal_object,1,object,success,85,0,84,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r17,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r17,libero_goal_object,1,object,success,81,0,80,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r18,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r18,libero_goal_object,1,object,success,89,0,88,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r19,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r19,libero_goal_object,1,object,success,83,0,82,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r2,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r2,libero_goal_object,1,object,success,72,0,71,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r20,success_test_id,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r20,libero_goal_object,1,object,success,86,0,85,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r21,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r21,libero_goal_object,1,object,success,88,0,87,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r22,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r22,libero_goal_object,1,object,success,85,0,84,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r23,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r23,libero_goal_object,1,object,success,83,0,82,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r24,failure_eval_all,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r24,libero_goal_object,1,object,failure_or_timeout,300,0,299,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r25,failure_eval_all,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r25,libero_goal_object,1,object,failure_or_timeout,300,0,299,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r26,success_test_id,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r26,libero_goal_object,1,object,success,84,0,83,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r27,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r27,libero_goal_object,1,object,success,87,0,86,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r28,success_calib,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r28,libero_goal_object,1,object,success,89,0,88,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r29,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r29,libero_goal_object,1,object,success,85,0,84,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r3,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r3,libero_goal_object,1,object,success,84,0,83,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r30,success_test_id,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r30,libero_goal_object,1,object,success,83,0,82,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r31,success_test_id,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r31,libero_goal_object,1,object,success,82,0,81,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r32,failure_eval_all,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r32,libero_goal_object,1,object,failure_or_timeout,300,0,299,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r33,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r33,libero_goal_object,1,object,success,90,0,89,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r34,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r34,libero_goal_object,1,object,success,82,0,81,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r35,success_calib,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r35,libero_goal_object,1,object,success,75,0,74,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r36,failure_eval_all,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r36,libero_goal_object,1,object,failure_or_timeout,300,0,299,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r4,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r4,libero_goal_object,1,object,success,83,0,82,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r5,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r5,libero_goal_object,1,object,success,91,0,90,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r6,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r6,libero_goal_object,1,object,success,84,0,83,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r7,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r7,libero_goal_object,1,object,success,80,0,79,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r8,success_calib,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r8,libero_goal_object,1,object,success,79,0,78,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t1_r9,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t1_r9,libero_goal_object,1,object,success,91,0,90,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t2_r0,failure_eval_all,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t2_r0,libero_goal_object,2,object,failure_or_timeout,300,0,299,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t2_r1,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t2_r1,libero_goal_object,2,object,success,91,0,90,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t2_r10,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t2_r10,libero_goal_object,2,object,success,78,0,77,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_goal_object_t2_r11,success_train,bob,fiper_sweep_eternal,instance_A,libero_goal_object_t2_r11,libero_goal_object,2,object,success,81,0,80,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
