benchmark_episode_id	source_episode_id	scene_fingerprint_sha256	risk_split	target_category	target_variant	target_position_index	clutter_position_index
116	100516	d5862b5dc7747274aafd1fe445979db63e0272f3c346fd3a1af61318c325a4ac	ood_test	apple	apple20	216	216
117	100917	47efd8d5d7c31f1d108d355fd9410b3eb22aa2e0cb373d5583de0527a0f87fc7	ood_test	kiwi	kiwi07	217	217
118	102518	c88cf861f3909ffc45d0dfa04e7ec17eaed0b313ea69abfc24ca26578126338a	ood_test	tomato	tomato07	218	218
119	105719	6051ee5c9f0fb270972b0eebe96223f74c22ec3a8e436ca53df2e5680be951c7	ood_test	box	box15	219	219
120	107720	d84536c4117d4ef0893c773cd15e42d520c8fad6235c9bc95324a2901f472882	ood_test	egg	egg13	220	220
121	105721	01b00ebaa2a26df4ae5629531821c3661bd765ae95c1d29f7559d3ccdd31ee00	ood_test	kiwi	kiwi07	221	221
122	107722	ef4fe5486239c258feb7da889b172ff020b43d6a203e301f06298e1b0739e84e	ood_test	bottle	wbottle17	222	222
123	106123	6032766953a56cb0c8d704ec00dd4f823095d57b25c64f5b4b8548d7b01df43d	ood_test	onion	onion10	223	223
124	105724	aae7213da18445d7eec7ba68f55571c8a0552e1d3d6d614359db8e6124f06979	ood_test	orange	orange12	224	224
125	101725	8d5744dda24f2cdc8b58c030410dfe599fa2974a482cc638234d93c02ea0b069	ood_test	peach	peach06	225	225
126	101326	77f4a5fc38f9772d29263360a272fde766abf5c5139d016fa5d1426abf0c6ba6	ood_test	kiwi	kiwi07	226	226
127	102927	1f9d9d2212231020490e37c9d0b361726a792d320b6d0aea4b5e19608ec86d86	ood_test	avocado	avocado06	227	227
128	106528	5663488f7965169941347e48ef130c983eab25bc6710a06c08d526152d8fb4da	ood_test	can	fcan17	228	228
129	105329	1e3342e534a2572ea10df7a99c32040fd08dd0d30888ad8b3202ac392cc8ab55	ood_test	avocado	avocado08	229	229
130	101730	a1cc4712114074c4abedf07a63c7a4a9e0ea2c8ac7339ffc91964bc94e69e141	ood_test	tomato	tomato07	230	230
131	102131	06c10805dea42d2e096199026737aee93254d171ab245de57c3298a433c4008a	ood_test	tray	tray12	231	231
132	108532	23d71707f3494ad01179473caf6f027365b2e6ed81b15a79ecb3335eaf473abc	ood_test	plate	plate16	232	232
133	100133	afa1a477cf640f1fd0832d902f4a68a0787e03fbbc87ab700710c21de8477eea	ood_test	potato	potato17	233	233
134	108134	8ab28d793acd0df385d989e3b99249f36bf9ee37acb65cc3e4aa9d6567b24a38	ood_test	egg	egg12	234	234
135	104935	113ab375dc0a614ae7ec32d837305ca72b4fbf829c9c640f68fbb5575d9a2ad2	ood_test	onion	onion10	235	235
136	100536	6d8ca4b97ac0e0ca58d177417ce8279defac7caef1c8fbc0c5901a6c96ea9820	ood_test	plate	plate16	236	236
137	103737	6584a5bff1bc78aaa76e915b116fd1144c38482c8f55b48f8d6553a846de849f	ood_test	box	box15	237	237
138	102538	a63a92bc4d9bd72aea44f106c1921ba584e47c971e982868cbfd27db06bb5e3b	ood_test	plate	plate15	238	238
139	109739	5e080c5b68053dfee536b36021588b81c8dcb54f22689204d1a2e3b1da62c905	ood_test	potato	potato17	239	239
140	109740	16dcedc66ec7dcdac0d1ed3137ed9c8245c52de2e2dac2332ad457fdc6412514	ood_test	orange	orange12	240	240
141	109741	8bc962c7ab754b7c9ce5fcb806a3b7fd2b9369e5c1e5c27dc879f71001025528	ood_test	kiwi	kiwi07	241	241
142	106542	f4eeae9f219d55142faf9d724e0ec12cdefea26295bd0f3c6015e3e35f424498	ood_test	potato	potato17	242	242
143	104143	d006869256d46001c2d1cfb56b04d7b0a5a4b9246739880b49e1a8599da2c84c	ood_test	lemon	lemon14	243	243
144	105344	1686d8a1c6d3bf572b0db0236307b7f3a6f7192dfb0797925437e813a4bb9480	ood_test	egg	egg13	244	244
145	100145	927cf608314feb9bdf3f55d1f67c38dc75cadcddcde0d5deed9af050fe643ad5	ood_test	lemon	lemon15	245	245
146	101746	baccc4cd78c50915f42b6039b046a09041edb94ea8c4b8bdc16515471e4a6986	ood_test	beer	beer19	246	246
147	100547	e4932cf73d95ee3f065e65de4bcb86847329d027aea4381916b3578a4a43d4dd	ood_test	apple	apple22	247	247
148	100148	6198161e29abd5e77b40885387809daee5db31d6a82bc32e50f447e4f5897c69	ood_test	lemon	lemon15	248	248
149	100949	72d151681cd71ef4253e45bbb1d5b8616ed390dcd382b660906ec764a5db4267	ood_test	bowl	bowl19	249	249
150	108150	4556d8448e26510cda122466fbab7813adc89f97eec0c66aa2a34d2d9e01a33a	ood_test	bottle	wbottle17	250	250
151	102551	d1af2ce2c1c95fb4fe79d27aeb993cf13c82b35379a814c368db72cf3c19dd5c	ood_test	tray	tray12	251	251
152	104152	9e00d3fb899b1b0854030d88558a601a1ab35294ff63bccf3197791f8393458e	ood_test	bowl	bowl19	252	252
153	105353	7c60e7db8ef03d2955bd8edd5714d77e670a58dbbb73f92f788ef0914eedf5e2	ood_test	box	box14	253	253
154	101354	d2ce222cb46017f20234dd10701b03889ac71e473ed410a94926b87462a4396d	ood_test	bottle	wbottle23	254	254
155	100955	62ca34d310092fbd6fd3b7338853a57e83783f924c465ba979322e450ecd2f59	ood_test	orange	orange13	255	255
156	106156	5ab24eaa5d8f6e0764a88b5a6f1550730ec29c19d540d5ad8d91680ae7404e41	ood_test	plate	plate16	256	256
157	104157	70f794187c7195ca9d48e101fae2150327fc87f2fb1dcbd617f1572c526ee916	ood_test	plate	plate15	257	257
158	101358	7ed08bbbc48d46512ab05362855269ad3d4025f278859a092d11779190eba7d8	ood_test	tray	tray11	258	258
159	107759	a657cb8e25db33a026ea19f6f9402680a5d2ca391a83d02872d9eb0dc05f1176	ood_test	apple	apple20	259	259
160	103360	2c39f0c084d7cbd8daa6bb4aad5c3cbec3544b0dbf487af099e2ce79f79a9cb9	ood_test	can	fcan18	260	260
161	102561	44cb262295153ce4d6dd2c15d759f43d31b715b3ab660d46034928cfdcd7c0f4	ood_test	orange	orange13	261	261
162	101362	6408910dab79e2381ea39a5c863ce8a71daa08ec624f94e8802bbdfa93c5abce	ood_test	peach	peach06	262	262
163	106963	458a0ac925436bbf7b2b8bc5ed6b27d06dc2b627f81f5b8821237fc38c793521	ood_test	bowl	bowl19	263	263
164	103764	f0a40b77b0530f533268378069e8bbae023657f474b3540b77b39c79266d3b64	ood_test	peach	peach06	264	264
165	104165	bc4d827a4f2e130af29b6b1df9dff2778f23ab8a038cf703df0fd156b422a1b7	ood_test	avocado	avocado08	265	265
166	106166	95b72b2fd1cd2185e04b557243cc1bff5b13544f4efc1c85b37cdf6c3a48d574	ood_test	beer	beer13	266	266
167	106567	3d16a442a93865fede5b5d1a173b67817c3e2ec4ea68b9fe092494846ecbb6d5	ood_test	orange	orange13	267	267
168	108968	1fa3797525808ad349f4e67fa85ebb603d8f7c780b652996991ce3c813e549c9	ood_test	box	box14	268	268
169	101369	ba02e4a2a026f807cae5436dc37733235da8cbb5595a85da78742cc8943d872b	ood_test	apple	apple22	269	269
170	106970	609a557ff5d5c6761ef80b6fcc1fd7316b68d49a7107a0db551d9afb214bb7c0	ood_test	tray	tray12	270	270
171	100571	5a741515221567a296a129d64fc3e7ec06910574615d1445e632b9f7c299d485	ood_test	beer	beer13	271	271
172	100572	3a8e86f2071ef14e7553dedacf88d785716d3d62769f347bb357a021eb82ef07	ood_test	tray	tray12	272	272
173	109773	7bdeb5ff98ee6ddf3f7473e931b95e5ed53d63ba6eb95a5c21194ada190d5300	ood_test	avocado	avocado08	273	273
174	100574	9a5fdb5817838043caf41a300382a9c3106db13c229fb921e622949f4e027b77	ood_test	onion	onion09	274	274
175	109375	d19a6feda61a6b51b628e29fbd1f6e5d57ce861f9e4e06bb71b88b75aef25efd	ood_test	orange	orange13	275	275
176	105376	41c08b2b45e575668f570df171ea3bfc5b4e254cc8e0837f441354eef01b2da2	ood_test	egg	egg13	276	276
177	103377	d10786c860029cd7b64f55d3aa04871ebb7902fd4cc6c67165976265ae26aa2c	ood_test	onion	onion09	277	277
178	102578	d6d1fea4ba208c8ed1259cda7e527d66f923b19348a638890bd3f3faedcdacc4	ood_test	tomato	tomato07	278	278
179	102979	6e6f3216b4241a05f95eedf4edf6cf9957eac0bff169ab082055bbf4703862fb	ood_test	tomato	tomato07	279	279
180	107380	a65d97cb96997e43c8a46ffeb0d66c55071127bf258225e17a1a0b399cfc0765	ood_test	beer	beer13	280	280
181	102181	1176207d6ed917a0980d931b7341ab9c5de7c5cdb9d135c1e271b878c79854b9	ood_test	box	box15	281	281
182	100182	ca608fab77f8654ccf8a407e01b5a2f0e84fe32a6f12aa6c9de5869eaa61dbc8	ood_test	apple	apple20	282	282
183	105383	3450a02b469ee9002a97a3144d62d7bf376cc21e0365473b86f240a721132678	ood_test	avocado	avocado08	283	283
184	108184	f0e92cc2b53011194a3710d51b25a834d034daaafd9249172aef634c6708e335	ood_test	bottle	wbottle17	284	284
185	100185	8327f6f4f8ef208152ed987e9cad305258ac57b69a8fb98ee9a00d0df9154a3c	ood_test	peach	peach06	285	285
186	101786	6538dca2c8929a2ff760c1cf26521b1a5adcbdbff4d71796c27c61d89bc24d6c	ood_test	can	fcan18	286	286
187	106987	415acf52e76a181f20faf74d6893d6a4871442b89c2353c04af6f3bb0eb83aa2	ood_test	onion	onion09	287	287
188	108988	5a52e685beb7e8a515495b88f3d760306455a64c38a5a87b8db654627ff22737	ood_test	box	box15	288	288
189	106989	491f07ed610d536fe734349f2b720e28b10173f10f2f8fd8c39b52a14242b8ee	ood_test	tomato	tomato07	289	289
190	108190	8625c2b687a173c8d58d92487b5ce3f52347ffd6f5a454f2d6abdacd13c955f4	ood_test	avocado	avocado06	290	290
191	106991	85b9d21cf50aa639ca70c23d7b6992e0bad3098db4674a065a8421ba9977fff7	ood_test	beer	beer19	291	291
192	105392	63d561e7c3813e4aaa636b5443eb3c7c0ca33ec2fa455c0be0fa81804fe613e6	ood_test	onion	onion09	292	292
193	100993	5a1d265503cd16b92a9232b7eea6924601d51f4ab5c9becd9ad5057d0c5c0a1e	ood_test	can	fcan18	293	293
194	105394	7086ee3550bbefdefa68b4e10be9bc49ac4fee2866647a49bcff3b417ed0a6e1	ood_test	orange	orange12	294	294
195	100995	d927732b7b5f0cc349f3a77bacf8c00a0f51d9223b788a8bf096b13231738491	ood_test	apple	apple22	295	295
196	106996	caf996625eb9019861d894996096a142cd57669a13220257fcd382726709ac87	ood_test	apple	apple20	296	296
197	108197	8e54b47a5533541652b1c26cac6042d109759a1f31fe88445169f36a625e4701	ood_test	avocado	avocado06	297	297
198	107798	e7ae7f7f1023b928eb968bbcf7e9f878ada3a40a473692a2223c001b61a47223	ood_test	apple	apple20	298	298
199	101799	135fa4fd71a33e24eda0a0413cb1de80abb0d9cf2aaff4d8530661fcc957233f	ood_test	tomato	tomato07	299	299
200	103800	2d1c68fe855b8e5da19f97cdb0d8a86302b9f8ec2e1e3139533356569ea7de6d	ood_test	box	box14	300	300
201	101401	11d8c42f58f5f6e819c0ef97eb117f8bc0b538aae83c63aca12a349fbc19ad3e	ood_test	lemon	lemon14	301	301
202	100202	61c6472d56d7b7464969c5f5a1b343d68202491507bc3194380819b9867fa32c	ood_test	box	box14	302	302
203	103803	e239fef319ab37e741adfa4a30de067fb194ec1cea076b2c6a480dff8bdadd5f	ood_test	tomato	tomato07	303	303
204	104604	60a7cf4e7c14660755e9bcf85bbf5b430ba3cc732849d2ff9f35031ae7a20335	ood_test	lemon	lemon14	304	304
205	104605	46f54f6952d10e98557f02d341f3499f54b897088e28b18d0277264aa3fe76fb	ood_test	kiwi	kiwi07	305	305
206	106606	4b516322f1f596bd90a40ea73746ba05d16648eb4bc6320fe4cba1ae79acc47a	ood_test	bowl	bowl19	306	306
207	102607	5d79d151f5124cd8c24cba72566d4d98f6075f92de607b64e86a8834d8fd277b	ood_test	lemon	lemon14	307	307
208	101808	7c3d1c13ea77ebff324d42247316f5375497deb8ac87f6d998de82852fc84ca0	ood_test	plate	plate16	308	308
209	105009	83b1545e6f591b09aa08c9c17f238b9abf8191aa67b031deaee52bcbe039d74a	ood_test	peach	peach06	309	309
210	106210	a5406d19ca74523fc302c2a758b91e9fc6222dafd28c8e1c6c70a1cff8d098e3	ood_test	can	fcan17	310	310
211	109811	49880e1a7fc8064d3e5099fa034a666d85ae92944a14443de9a569c1a7ea8b8d	ood_test	can	fcan18	311	311
212	103412	f0400caf0c11ceb6ab482cb70a01dd5b701408ddc0463227657e338f1054e6e0	ood_test	bottle	wbottle23	312	312
213	109813	9140c2029d480f464bb9c3d1808c9c1becbc8b82a2ef664cda9b75ce3ebb250d	ood_test	beer	beer19	313	313
214	108214	e014e57cb609a7d2ad5d1c066803381350bf77e9c65c24239fff63ed993c6a4d	ood_test	can	fcan17	314	314
